district,record_date,weather_condition,rainfall,temperature,humidity,wind_speed,previous_cases,actual_cases
พนัสนิคม,2025-08-04,ฝนฟ้าคะนอง,122.3,30.0,90.9,9.7,33,34
พนัสนิคม,2025-08-11,ฝนฟ้าคะนอง,113.8,29.6,79.9,8.4,34,29
พนัสนิคม,2025-08-18,ฝนฟ้าคะนอง,143.5,28.4,81.6,8.2,29,38
พนัสนิคม,2025-08-25,ฝนฟ้าคะนอง,105.7,28.7,76.9,11.8,38,23
พนัสนิคม,2025-09-01,ฝนตก,85.6,30.2,80.4,5.5,23,28
พนัสนิคม,2025-09-08,ฝนฟ้าคะนอง,109.1,28.8,89.2,8.9,28,29
พนัสนิคม,2025-09-15,ฝนฟ้าคะนอง,124.9,27.8,76.6,4.0,29,25
พนัสนิคม,2025-09-22,ฝนตก,87.9,27.4,79.2,5.2,25,17
พนัสนิคม,2025-09-29,ฝนตก,84.7,27.9,74.3,11.5,17,21
พนัสนิคม,2025-10-06,ฝนฟ้าคะนอง,106.9,27.5,79.5,6.1,21,27
พนัสนิคม,2025-10-13,ฝนตก,70.7,27.7,74.6,5.8,27,29
พนัสนิคม,2025-10-20,ฝนตก,96.9,27.2,79.4,7.8,29,25
พนัสนิคม,2025-10-27,ฝนตก,89.1,27.1,73.1,4.3,25,25
พนัสนิคม,2025-11-03,ฝนตก,72.5,26.8,88.6,10.0,25,30
พนัสนิคม,2025-11-10,ฝนตก,77.5,28.6,72.6,2.1,30,27
พนัสนิคม,2025-11-17,ฝนตก,72.3,27.4,77.3,11.0,27,27
พนัสนิคม,2025-11-24,ฝนตก,77.6,26.6,71.1,11.7,27,25
พนัสนิคม,2025-12-01,มีเมฆบางส่วน,18.8,27.1,66.8,6.4,25,17
พนัสนิคม,2025-12-08,แจ่มใส,0.0,27.4,65.0,10.5,17,18
พนัสนิคม,2025-12-15,มีเมฆบางส่วน,38.3,27.0,71.6,8.8,18,23
พนัสนิคม,2025-12-22,มีเมฆบางส่วน,30.4,28.3,71.4,9.8,23,21
ศรีราชา,2023-01-02,มีเมฆบางส่วน,25.0,28.5,69.0,6.1,10,23
ศรีราชา,2023-01-09,มีเมฆบางส่วน,21.8,27.9,75.9,6.0,23,24
ศรีราชา,2023-01-16,มีเมฆบางส่วน,48.4,28.9,71.5,8.7,24,28
ศรีราชา,2023-01-23,แจ่มใส,0.0,27.6,67.7,7.2,28,25
ศรีราชา,2023-01-30,มีเมฆบางส่วน,37.2,28.0,66.8,8.7,25,25
ศรีราชา,2023-02-06,มีเมฆมาก,1.6,29.0,79.4,2.8,25,26
ศรีราชา,2023-02-13,แจ่มใส,4.9,28.7,73.0,9.9,26,25
ศรีราชา,2023-02-20,แจ่มใส,0.0,29.1,67.5,7.8,25,24
ศรีราชา,2023-02-27,แจ่มใส,10.6,29.7,63.0,5.6,24,20
ศรีราชา,2023-03-06,มีเมฆบางส่วน,31.4,30.3,74.0,4.7,20,33
ศรีราชา,2023-03-13,แจ่มใส,0.0,30.3,72.3,5.7,33,27
ศรีราชา,2023-03-20,แจ่มใส,16.3,32.2,71.3,11.7,27,32
ศรีราชา,2023-03-27,มีเมฆบางส่วน,20.5,29.5,75.5,4.6,32,35
ศรีราชา,2023-04-03,มีเมฆบางส่วน,36.9,29.0,70.4,9.5,35,29
ศรีราชา,2023-04-10,มีเมฆบางส่วน,48.2,30.3,66.8,7.8,29,30
ศรีราชา,2023-04-17,มีเมฆบางส่วน,24.8,31.7,66.5,8.7,30,30
ศรีราชา,2023-04-24,แจ่มใส,0.0,29.9,68.1,12.6,30,28
ศรีราชา,2023-05-01,มีเมฆบางส่วน,22.0,28.9,74.1,7.8,28,31
ศรีราชา,2023-05-08,มีเมฆมาก,40.6,31.3,76.7,7.0,31,30
ศรีราชา,2023-05-15,มีเมฆบางส่วน,60.6,31.5,74.6,10.2,30,31
ศรีราชา,2023-05-22,มีเมฆบางส่วน,30.8,32.5,68.4,6.7,31,31
ศรีราชา,2023-05-29,มีเมฆบางส่วน,61.5,30.8,74.7,7.9,31,33
ศรีราชา,2023-06-05,มีเมฆบางส่วน,35.6,32.2,71.2,9.3,33,27
ศรีราชา,2023-06-12,ฝนตก,77.1,30.4,83.8,6.7,27,35
ศรีราชา,2023-06-19,ฝนตก,73.2,30.5,74.8,11.0,35,27
ศรีราชา,2023-06-26,มีเมฆบางส่วน,58.6,29.5,69.0,6.1,27,24
ศรีราชา,2023-07-03,ฝนตก,91.5,28.7,73.0,10.8,24,31
ศรีราชา,2023-07-10,ฝนฟ้าคะนอง,111.8,29.4,72.6,5.4,31,34
ศรีราชา,2023-07-17,ฝนฟ้าคะนอง,126.7,30.8,85.1,6.3,34,38
ศรีราชา,2023-07-24,ฝนตก,100.6,30.0,89.2,3.9,38,38
ศรีราชา,2023-07-31,ฝนฟ้าคะนอง,134.3,29.1,79.6,6.8,38,37
ศรีราชา,2023-08-07,ฝนตก,79.9,29.6,80.1,9.2,37,32
ศรีราชา,2023-08-14,ฝนฟ้าคะนอง,116.9,28.6,79.2,13.0,32,34
ศรีราชา,2023-08-21,ฝนตก,88.9,29.3,71.0,5.2,34,30
ศรีราชา,2023-08-28,ฝนฟ้าคะนอง,105.2,29.9,82.5,9.2,30,31
ศรีราชา,2023-09-04,ฝนตก,95.7,28.4,75.4,7.4,31,34
ศรีราชา,2023-09-11,ฝนตก,100.0,28.4,87.0,7.6,34,39
ศรีราชา,2023-09-18,ฝนฟ้าคะนอง,119.9,27.2,75.7,6.1,39,33
ศรีราชา,2023-09-25,ฝนฟ้าคะนอง,105.6,28.7,85.9,8.7,33,33
ศรีราชา,2023-10-02,มีเมฆบางส่วน,41.7,27.6,72.7,8.4,33,36
ศรีราชา,2023-10-09,ฝนฟ้าคะนอง,114.8,28.1,75.8,6.8,36,35
ศรีราชา,2023-10-16,ฝนตก,70.4,27.9,77.5,5.5,35,36
ศรีราชา,2023-10-23,ฝนตก,89.8,26.3,77.6,8.6,36,36
ศรีราชา,2023-10-30,ฝนตก,80.1,28.1,77.7,5.0,36,29
ศรีราชา,2023-11-06,ฝนตก,84.7,28.1,78.9,11.4,29,34
ศรีราชา,2023-11-13,ฝนตก,75.0,26.7,84.9,9.2,34,31
ศรีราชา,2023-11-20,มีเมฆบางส่วน,45.3,27.5,64.6,9.6,31,24
ศรีราชา,2023-11-27,ฝนตก,68.2,26.9,74.2,6.3,24,27
ศรีราชา,2023-12-04,ฝนตก,74.1,28.5,77.9,7.9,27,33
ศรีราชา,2023-12-11,มีเมฆบางส่วน,57.4,27.0,73.9,3.8,33,34
ศรีราชา,2023-12-18,ฝนตก,77.9,27.6,65.9,9.4,34,27
ศรีราชา,2023-12-25,แจ่มใส,17.9,28.0,71.2,6.9,27,24
ศรีราชา,2024-01-01,แจ่มใส,15.1,28.0,64.1,7.2,24,25
ศรีราชา,2024-01-08,แจ่มใส,8.5,27.3,73.9,1.7,25,24
ศรีราชา,2024-01-15,แจ่มใส,0.0,28.4,70.8,10.6,24,21
ศรีราชา,2024-01-22,มีเมฆบางส่วน,25.3,28.4,62.2,12.4,21,18
ศรีราชา,2024-01-29,มีเมฆบางส่วน,21.6,28.5,71.8,6.9,18,26
ศรีราชา,2024-02-05,แจ่มใส,0.0,29.2,65.2,6.4,26,26
ศรีราชา,2024-02-12,มีเมฆบางส่วน,28.7,29.0,75.1,8.1,26,24
ศรีราชา,2024-02-19,แจ่มใส,0.0,29.0,64.5,9.0,24,25
ศรีราชา,2024-02-26,แจ่มใส,0.0,28.0,70.1,6.1,25,25
ศรีราชา,2024-03-04,มีเมฆบางส่วน,29.5,29.3,64.2,11.9,25,27
ศรีราชา,2024-03-11,แจ่มใส,3.1,29.5,65.8,5.3,27,29
ศรีราชา,2024-03-18,แจ่มใส,0.0,30.9,66.0,5.6,29,26
ศรีราชา,2024-03-25,แจ่มใส,0.0,30.1,67.1,9.9,26,19
ศรีราชา,2024-04-01,มีเมฆมาก,58.1,31.4,80.6,7.9,19,33
ศรีราชา,2024-04-08,แจ่มใส,0.1,31.3,64.2,4.2,33,26
ศรีราชา,2024-04-15,มีเมฆบางส่วน,32.6,30.3,73.5,3.8,26,22
ศรีราชา,2024-04-22,มีเมฆบางส่วน,62.7,31.5,69.6,8.0,22,33
ศรีราชา,2024-04-29,มีเมฆมาก,41.7,30.9,78.1,6.3,33,33
ศรีราชา,2024-05-06,มีเมฆบางส่วน,59.6,30.9,72.6,8.2,33,33
ศรีราชา,2024-05-13,มีเมฆบางส่วน,36.9,31.7,67.2,7.5,33,30
ศรีราชา,2024-05-20,ฝนตก,67.9,29.6,79.9,6.4,30,36
ศรีราชา,2024-05-27,มีเมฆมาก,49.5,31.1,83.0,7.4,36,38
ศรีราชา,2024-06-03,ฝนตก,88.4,31.1,78.1,10.0,38,34
ศรีราชา,2024-06-10,ฝนตก,65.9,30.4,75.7,7.5,34,36
ศรีราชา,2024-06-17,ฝนฟ้าคะนอง,116.2,30.2,77.1,4.7,36,44
ศรีราชา,2024-06-24,ฝนตก,94.2,31.2,71.7,8.0,44,40
ศรีราชา,2024-07-01,ฝนตก,102.1,30.9,90.8,5.8,40,36
ศรีราชา,2024-07-08,ฝนตก,88.3,31.3,82.9,7.7,36,37
ศรีราชา,2024-07-15,ฝนตก,89.7,30.8,76.0,7.4,37,38
ศรีราชา,2024-07-22,ฝนตก,103.5,30.0,79.4,9.8,38,42
ศรีราชา,2024-07-29,ฝนฟ้าคะนอง,120.5,30.7,80.3,6.4,42,42
ศรีราชา,2024-08-05,ฝนฟ้าคะนอง,118.8,28.2,79.4,7.8,42,36
ศรีราชา,2024-08-12,ฝนฟ้าคะนอง,147.6,29.5,91.1,8.6,36,40
ศรีราชา,2024-08-19,ฝนตก,94.4,29.2,78.4,4.9,40,35
ศรีราชา,2024-08-26,ฝนฟ้าคะนอง,107.9,29.5,82.2,6.7,35,38
ศรีราชา,2024-09-02,ฝนตก,103.6,26.2,77.0,10.5,38,28
ศรีราชา,2024-09-09,ฝนฟ้าคะนอง,110.1,29.4,76.3,8.0,28,29
ศรีราชา,2024-09-16,ฝนฟ้าคะนอง,143.4,28.2,84.0,11.1,29,37
ศรีราชา,2024-09-23,ฝนตก,88.4,27.8,80.2,6.6,37,27
ศรีราชา,2024-09-30,ฝนฟ้าคะนอง,106.5,27.2,87.8,8.4,27,29
ศรีราชา,2024-10-07,ฝนตก,72.1,26.2,70.4,10.3,29,35
ศรีราชา,2024-10-14,ฝนตก,103.5,27.5,77.2,5.8,35,40
ศรีราชา,2024-10-21,ฝนตก,83.3,29.0,84.1,4.0,40,34
ศรีราชา,2024-10-28,ฝนตก,72.8,27.5,75.7,14.9,34,27
ศรีราชา,2024-11-04,ฝนตก,65.0,27.7,75.1,8.3,27,25
ศรีราชา,2024-11-11,มีเมฆมาก,62.3,27.7,76.5,9.3,25,32
ศรีราชา,2024-11-18,ฝนตก,80.6,27.3,71.0,6.6,32,30
ศรีราชา,2024-11-25,ฝนตก,65.6,27.0,70.5,5.3,30,24
ศรีราชา,2024-12-02,มีเมฆบางส่วน,27.3,26.5,66.0,7.1,24,20
ศรีราชา,2024-12-09,มีเมฆบางส่วน,40.9,28.1,69.7,7.0,20,27
ศรีราชา,2024-12-16,แจ่มใส,16.8,27.0,75.8,10.0,27,27
ศรีราชา,2024-12-23,มีเมฆมาก,52.9,26.2,80.6,8.9,27,31
ศรีราชา,2024-12-30,มีเมฆบางส่วน,41.0,27.6,71.1,8.8,31,27
ศรีราชา,2025-01-06,มีเมฆบางส่วน,31.5,27.1,68.8,12.7,27,23
ศรีราชา,2025-01-13,แจ่มใส,7.1,27.6,70.5,6.3,23,23
ศรีราชา,2025-01-20,มีเมฆบางส่วน,31.0,27.8,75.4,9.9,23,29
ศรีราชา,2025-01-27,แจ่มใส,15.5,30.5,75.0,8.7,29,26
ศรีราชา,2025-02-03,มีเมฆมาก,2.9,30.2,76.9,11.4,26,29
ศรีราชา,2025-02-10,แจ่มใส,0.0,29.5,61.8,4.6,29,27
ศรีราชา,2025-02-17,แจ่มใส,16.5,29.8,72.3,9.2,27,24
ศรีราชา,2025-02-24,แจ่มใส,2.7,28.1,58.3,9.7,24,20
ศรีราชา,2025-03-03,มีเมฆบางส่วน,31.6,30.9,68.4,9.4,20,24
ศรีราชา,2025-03-10,แจ่มใส,0.0,30.2,65.6,7.0,24,31
ศรีราชา,2025-03-17,แจ่มใส,0.0,30.4,63.0,10.1,31,28
ศรีราชา,2025-03-24,มีเมฆบางส่วน,20.7,29.5,66.5,10.1,28,32
ศรีราชา,2025-03-31,มีเมฆบางส่วน,22.9,29.5,72.2,13.6,32,29
ศรีราชา,2025-04-07,มีเมฆบางส่วน,64.7,30.3,74.9,9.4,29,32
ศรีราชา,2025-04-14,แจ่มใส,15.6,30.3,74.7,10.7,32,34
ศรีราชา,2025-04-21,ฝนตก,72.2,30.9,74.4,11.1,34,36
ศรีราชา,2025-04-28,แจ่มใส,10.9,30.1,71.7,7.6,36,30
ศรีราชา,2025-05-05,ฝนตก,83.6,31.6,83.8,3.6,30,36
ศรีราชา,2025-05-12,ฝนตก,75.3,30.0,73.0,6.1,36,34
ศรีราชา,2025-05-19,ฝนตก,95.8,32.5,74.5,9.2,34,38
ศรีราชา,2025-05-26,ฝนตก,68.5,31.4,77.1,11.9,38,39
ศรีราชา,2025-06-02,มีเมฆมาก,64.2,31.4,79.5,8.7,39,39
ศรีราชา,2025-06-09,ฝนตก,91.6,31.0,78.7,3.4,39,37
ศรีราชา,2025-06-16,ฝนตก,72.8,30.0,83.2,9.2,37,35
ศรีราชา,2025-06-23,ฝนตก,75.1,31.1,81.2,6.1,35,35
ศรีราชา,2025-06-30,ฝนฟ้าคะนอง,106.6,29.5,79.4,7.0,35,35
ศรีราชา,2025-07-07,ฝนตก,96.6,30.2,88.2,7.3,35,38
ศรีราชา,2025-07-14,ฝนฟ้าคะนอง,151.5,29.8,93.7,8.0,38,47
ศรีราชา,2025-07-21,ฝนฟ้าคะนอง,124.1,30.4,81.3,6.6,47,42
ศรีราชา,2025-07-28,ฝนฟ้าคะนอง,127.4,30.1,80.4,7.4,42,43
ศรีราชา,2025-08-04,ฝนฟ้าคะนอง,142.0,28.7,80.3,8.9,43,44
ศรีราชา,2025-08-11,ฝนฟ้าคะนอง,140.2,28.3,82.1,5.9,44,39
ศรีราชา,2025-08-18,ฝนฟ้าคะนอง,150.3,28.2,76.4,6.1,39,39
ศรีราชา,2025-08-25,ฝนฟ้าคะนอง,128.7,29.5,88.0,3.9,39,43
ศรีราชา,2025-09-01,ฝนตก,100.8,28.8,72.5,8.0,43,37
ศรีราชา,2025-09-08,ฝนฟ้าคะนอง,133.1,27.1,82.8,5.5,37,38
ศรีราชา,2025-09-15,ฝนฟ้าคะนอง,124.7,29.2,79.0,10.1,38,41
ศรีราชา,2025-09-22,ฝนตก,71.5,28.7,80.7,7.4,41,31
ศรีราชา,2025-09-29,ฝนฟ้าคะนอง,128.4,27.4,81.2,7.9,31,36
ศรีราชา,2025-10-06,ฝนตก,73.7,27.1,76.6,10.3,36,39
ศรีราชา,2025-10-13,มีเมฆบางส่วน,54.3,27.8,68.5,10.3,39,28
ศรีราชา,2025-10-20,ฝนตก,72.7,27.1,75.6,8.7,28,30
ศรีราชา,2025-10-27,ฝนตก,87.4,26.6,81.2,7.9,30,35
ศรีราชา,2025-11-03,มีเมฆบางส่วน,44.4,26.2,72.7,11.0,35,29
ศรีราชา,2025-11-10,มีเมฆมาก,55.6,26.7,82.9,5.6,29,27
ศรีราชา,2025-11-17,ฝนตก,72.5,26.0,82.4,9.4,27,32
ศรีราชา,2025-11-24,ฝนตก,72.3,27.2,70.6,7.7,32,27
ศรีราชา,2025-12-01,มีเมฆมาก,43.2,28.1,80.1,8.9,27,31
ศรีราชา,2025-12-08,มีเมฆบางส่วน,26.0,27.2,73.2,7.1,31,28
ศรีราชา,2025-12-15,แจ่มใส,9.2,26.9,72.2,10.0,28,22
ศรีราชา,2025-12-22,มีเมฆบางส่วน,47.3,27.2,73.3,11.3,22,28
เกาะสีชัง,2023-01-02,แจ่มใส,0.0,27.7,66.7,2.6,3,10
เกาะสีชัง,2023-01-09,แจ่มใส,0.4,28.8,69.8,6.6,10,15
เกาะสีชัง,2023-01-16,มีเมฆบางส่วน,28.3,27.7,68.6,2.9,15,12
เกาะสีชัง,2023-01-23,แจ่มใส,0.0,28.3,63.3,6.8,12,9
เกาะสีชัง,2023-01-30,แจ่มใส,16.1,28.5,71.8,8.0,9,9
เกาะสีชัง,2023-02-06,แจ่มใส,0.0,28.9,66.0,8.2,9,17
เกาะสีชัง,2023-02-13,มีเมฆบางส่วน,22.9,28.5,73.9,9.5,17,14
เกาะสีชัง,2023-02-20,มีเมฆบางส่วน,23.7,29.1,63.6,9.0,14,16
เกาะสีชัง,2023-02-27,แจ่มใส,0.0,29.2,64.4,9.4,16,14
เกาะสีชัง,2023-03-06,แจ่มใส,16.0,30.4,64.0,5.9,14,9
เกาะสีชัง,2023-03-13,มีเมฆบางส่วน,24.8,29.3,71.4,8.9,9,16
เกาะสีชัง,2023-03-20,มีเมฆมาก,0.0,30.1,76.4,11.9,16,19
เกาะสีชัง,2023-03-27,มีเมฆบางส่วน,19.8,29.4,73.8,7.6,19,20
เกาะสีชัง,2023-04-03,มีเมฆบางส่วน,18.6,30.7,70.9,8.6,20,20
เกาะสีชัง,2023-04-10,มีเมฆมาก,19.8,29.9,78.3,13.7,20,20
เกาะสีชัง,2023-04-17,แจ่มใส,3.4,30.3,70.9,11.1,20,13
เกาะสีชัง,2023-04-24,มีเมฆบางส่วน,29.8,31.0,75.6,7.2,13,13
เกาะสีชัง,2023-05-01,ฝนตก,73.7,31.9,75.7,8.9,13,19
เกาะสีชัง,2023-05-08,มีเมฆบางส่วน,41.4,31.8,74.5,9.1,19,26
เกาะสีชัง,2023-05-15,มีเมฆบางส่วน,36.8,30.7,72.8,6.7,26,25
เกาะสีชัง,2023-05-22,มีเมฆบางส่วน,55.9,30.4,74.5,8.4,25,26
เกาะสีชัง,2023-05-29,ฝนตก,68.6,31.4,77.2,7.6,26,23
เกาะสีชัง,2023-06-05,ฝนตก,93.9,30.6,86.8,11.1,23,27
เกาะสีชัง,2023-06-12,ฝนตก,95.8,30.8,72.2,7.5,27,26
เกาะสีชัง,2023-06-19,ฝนตก,92.5,31.2,82.8,6.4,26,25
เกาะสีชัง,2023-06-26,ฝนฟ้าคะนอง,119.4,31.4,79.2,7.8,25,27
เกาะสีชัง,2023-07-03,ฝนฟ้าคะนอง,108.3,30.5,92.6,8.4,27,30
เกาะสีชัง,2023-07-10,ฝนตก,70.5,29.8,81.9,8.9,30,11
เกาะสีชัง,2023-07-17,ฝนฟ้าคะนอง,122.5,31.5,71.5,11.5,11,13
เกาะสีชัง,2023-07-24,ฝนฟ้าคะนอง,128.3,30.1,70.4,9.0,13,26
เกาะสีชัง,2023-07-31,ฝนฟ้าคะนอง,115.6,30.6,78.7,3.7,26,30
เกาะสีชัง,2023-08-07,ฝนฟ้าคะนอง,153.5,30.0,74.9,4.5,30,27
เกาะสีชัง,2023-08-14,ฝนตก,80.0,29.2,78.8,4.7,27,27
เกาะสีชัง,2023-08-21,ฝนฟ้าคะนอง,128.2,28.8,81.2,3.5,27,26
เกาะสีชัง,2023-08-28,ฝนฟ้าคะนอง,115.2,29.3,82.6,8.6,26,25
เกาะสีชัง,2023-09-04,ฝนฟ้าคะนอง,113.9,29.0,80.1,8.7,25,25
เกาะสีชัง,2023-09-11,ฝนตก,93.4,28.6,75.5,8.9,25,23
เกาะสีชัง,2023-09-18,ฝนตก,100.9,28.0,76.6,4.2,23,25
เกาะสีชัง,2023-09-25,ฝนฟ้าคะนอง,112.7,28.8,77.7,12.4,25,23
เกาะสีชัง,2023-10-02,ฝนตก,68.2,26.9,66.8,11.5,23,23
เกาะสีชัง,2023-10-09,ฝนตก,100.7,26.9,88.1,7.2,23,23
เกาะสีชัง,2023-10-16,ฝนฟ้าคะนอง,119.1,28.0,92.1,8.6,23,24
เกาะสีชัง,2023-10-23,ฝนตก,74.0,26.3,74.8,10.6,24,22
เกาะสีชัง,2023-10-30,ฝนตก,87.9,26.9,78.8,10.3,22,22
เกาะสีชัง,2023-11-06,มีเมฆมาก,63.7,26.7,79.3,1.0,22,22
เกาะสีชัง,2023-11-13,ฝนฟ้าคะนอง,116.5,26.2,79.6,8.0,22,21
เกาะสีชัง,2023-11-20,ฝนตก,82.8,27.6,77.9,9.8,21,21
เกาะสีชัง,2023-11-27,ฝนฟ้าคะนอง,130.0,27.4,83.3,4.1,21,23
เกาะสีชัง,2023-12-04,มีเมฆบางส่วน,57.7,26.6,63.6,8.1,23,22
เกาะสีชัง,2023-12-11,มีเมฆบางส่วน,33.4,27.3,62.4,9.0,22,18
เกาะสีชัง,2023-12-18,แจ่มใส,0.0,28.3,71.8,10.6,18,17
เกาะสีชัง,2023-12-25,มีเมฆมาก,46.9,27.9,77.5,3.8,17,14
เกาะสีชัง,2024-01-01,แจ่มใส,0.0,28.2,69.9,8.7,14,17
เกาะสีชัง,2024-01-08,มีเมฆบางส่วน,37.6,27.6,73.3,6.0,17,16
เกาะสีชัง,2024-01-15,มีเมฆมาก,19.4,25.9,82.2,9.3,16,14
เกาะสีชัง,2024-01-22,มีเมฆบางส่วน,54.8,28.0,74.7,6.9,14,23
เกาะสีชัง,2024-01-29,แจ่มใส,10.1,28.4,75.1,9.3,23,18
เกาะสีชัง,2024-02-05,มีเมฆบางส่วน,29.4,31.0,72.8,8.3,18,20
เกาะสีชัง,2024-02-12,มีเมฆบางส่วน,33.8,28.8,70.3,4.5,20,15
เกาะสีชัง,2024-02-19,มีเมฆมาก,0.0,29.2,76.8,9.2,15,13
เกาะสีชัง,2024-02-26,แจ่มใส,0.0,30.2,73.6,8.1,13,14
เกาะสีชัง,2024-03-04,มีเมฆบางส่วน,37.1,29.5,74.0,13.2,14,17
เกาะสีชัง,2024-03-11,แจ่มใส,0.0,30.4,65.6,4.8,17,19
เกาะสีชัง,2024-03-18,มีเมฆบางส่วน,37.0,29.9,70.2,5.8,19,19
เกาะสีชัง,2024-03-25,มีเมฆมาก,0.0,29.4,77.5,9.1,19,19
เกาะสีชัง,2024-04-01,มีเมฆบางส่วน,51.9,31.4,71.6,8.6,19,20
เกาะสีชัง,2024-04-08,มีเมฆบางส่วน,42.1,31.1,70.7,4.9,20,21
เกาะสีชัง,2024-04-15,มีเมฆบางส่วน,28.0,29.5,73.6,10.2,21,27
เกาะสีชัง,2024-04-22,มีเมฆบางส่วน,23.9,30.5,65.1,8.5,27,21
เกาะสีชัง,2024-04-29,แจ่มใส,14.7,30.7,59.7,10.1,21,15
เกาะสีชัง,2024-05-06,มีเมฆบางส่วน,59.2,30.1,71.6,7.4,15,19
เกาะสีชัง,2024-05-13,ฝนตก,70.6,32.1,79.4,10.2,19,28
เกาะสีชัง,2024-05-20,ฝนตก,72.5,31.1,81.0,10.5,28,28
เกาะสีชัง,2024-05-27,มีเมฆบางส่วน,28.0,30.5,69.7,9.8,28,21
เกาะสีชัง,2024-06-03,ฝนฟ้าคะนอง,112.5,31.8,86.4,10.8,21,23
เกาะสีชัง,2024-06-10,ฝนตก,98.1,30.4,70.5,7.3,23,28
เกาะสีชัง,2024-06-17,ฝนตก,97.6,32.3,79.6,13.6,28,28
เกาะสีชัง,2024-06-24,ฝนตก,88.0,29.9,83.2,6.8,28,24
เกาะสีชัง,2024-07-01,ฝนฟ้าคะนอง,135.8,31.0,88.6,7.2,24,29
เกาะสีชัง,2024-07-08,ฝนฟ้าคะนอง,106.3,30.7,87.5,8.8,29,35
เกาะสีชัง,2024-07-15,ฝนฟ้าคะนอง,127.4,30.0,86.2,11.9,35,37
เกาะสีชัง,2024-07-22,ฝนฟ้าคะนอง,133.7,30.2,81.6,9.3,37,37
เกาะสีชัง,2024-07-29,ฝนฟ้าคะนอง,117.2,30.5,81.1,7.2,37,30
เกาะสีชัง,2024-08-05,ฝนฟ้าคะนอง,118.0,30.4,79.8,8.1,30,25
เกาะสีชัง,2024-08-12,ฝนฟ้าคะนอง,130.8,30.2,90.5,8.5,25,30
เกาะสีชัง,2024-08-19,ฝนฟ้าคะนอง,111.6,29.6,81.8,8.1,30,28
เกาะสีชัง,2024-08-26,ฝนฟ้าคะนอง,124.9,29.0,80.5,11.9,28,35
เกาะสีชัง,2024-09-02,ฝนตก,81.1,27.4,72.1,7.8,35,27
เกาะสีชัง,2024-09-09,ฝนฟ้าคะนอง,120.6,28.4,83.9,6.4,27,26
เกาะสีชัง,2024-09-16,ฝนฟ้าคะนอง,107.2,27.1,74.0,5.4,26,26
เกาะสีชัง,2024-09-23,ฝนฟ้าคะนอง,113.0,28.7,71.2,4.6,26,27
เกาะสีชัง,2024-09-30,มีเมฆบางส่วน,46.5,29.1,64.0,9.9,27,17
เกาะสีชัง,2024-10-07,ฝนฟ้าคะนอง,110.6,29.8,68.8,9.6,17,16
เกาะสีชัง,2024-10-14,ฝนตก,96.9,27.4,79.3,5.9,16,23
เกาะสีชัง,2024-10-21,มีเมฆบางส่วน,55.6,28.4,72.1,4.8,23,26
เกาะสีชัง,2024-10-28,ฝนตก,86.0,28.9,83.6,6.2,26,24
เกาะสีชัง,2024-11-04,มีเมฆมาก,62.7,28.4,77.1,8.4,24,21
เกาะสีชัง,2024-11-11,มีเมฆบางส่วน,58.9,28.2,74.5,7.1,21,18
เกาะสีชัง,2024-11-18,มีเมฆบางส่วน,47.8,26.3,69.5,11.4,18,15
เกาะสีชัง,2024-11-25,ฝนตก,75.5,25.6,79.1,7.6,15,17
เกาะสีชัง,2024-12-02,มีเมฆบางส่วน,36.5,27.2,61.4,10.1,17,15
เกาะสีชัง,2024-12-09,มีเมฆบางส่วน,25.6,26.9,63.5,8.5,15,19
เกาะสีชัง,2024-12-16,มีเมฆบางส่วน,37.0,26.6,73.2,7.9,19,20
เกาะสีชัง,2024-12-23,มีเมฆบางส่วน,45.8,25.5,75.8,5.7,20,14
เกาะสีชัง,2024-12-30,มีเมฆบางส่วน,28.4,27.8,62.9,9.6,14,16
เกาะสีชัง,2025-01-06,แจ่มใส,13.4,27.6,64.6,10.4,16,9
เกาะสีชัง,2025-01-13,มีเมฆบางส่วน,35.8,28.1,71.5,4.1,9,14
เกาะสีชัง,2025-01-20,มีเมฆบางส่วน,25.9,27.3,73.3,8.2,14,13
เกาะสีชัง,2025-01-27,มีเมฆบางส่วน,31.2,26.7,73.2,11.7,13,19
เกาะสีชัง,2025-02-03,แจ่มใส,13.6,29.0,66.3,7.3,19,18
เกาะสีชัง,2025-02-10,มีเมฆมาก,0.0,29.7,78.7,7.9,18,13
เกาะสีชัง,2025-02-17,แจ่มใส,0.0,29.7,67.7,10.0,13,12
เกาะสีชัง,2025-02-24,มีเมฆบางส่วน,23.3,29.1,66.9,7.1,12,11
เกาะสีชัง,2025-03-03,มีเมฆมาก,56.1,30.1,77.4,6.8,11,15
เกาะสีชัง,2025-03-10,แจ่มใส,7.2,30.9,66.2,6.0,15,17
เกาะสีชัง,2025-03-17,มีเมฆบางส่วน,23.3,31.3,72.3,9.5,17,21
เกาะสีชัง,2025-03-24,แจ่มใส,0.0,29.5,62.6,4.9,21,19
เกาะสีชัง,2025-03-31,มีเมฆบางส่วน,18.7,30.2,57.1,12.7,19,13
เกาะสีชัง,2025-04-07,ฝนตก,77.6,29.8,72.5,2.9,13,21
เกาะสีชัง,2025-04-14,แจ่มใส,8.3,30.1,62.0,9.8,21,19
เกาะสีชัง,2025-04-21,ฝนตก,72.4,30.4,77.1,5.0,19,21
เกาะสีชัง,2025-04-28,มีเมฆบางส่วน,21.1,31.2,75.4,10.3,21,17
